,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game1-italy-germany-310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-germany-310
Game1-italy-germany-311,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game1-italy-germany-311
Game1-italy-germany-314,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-germany-314
Game1-italy-germany-315,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,Game1-italy-germany-315
Game1-italy-germany-318,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Game1-italy-germany-318
Game1-italy-germany-319,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Game1-italy-germany-319
Game1-italy-germany-320,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-italy-germany-320
Game1-austria-italy-0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,Game1-austria-italy-0
Game1-austria-italy-2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-austria-italy-2
Game1-austria-italy-4,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-austria-italy-4
Game1-austria-italy-7,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,Game1-austria-italy-7
Game1-austria-italy-8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-8
Game1-austria-italy-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game1-austria-italy-10
Game1-austria-italy-11,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,Game1-austria-italy-11
Game1-austria-italy-12,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game1-austria-italy-12
Game1-austria-italy-13,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-austria-italy-13
Game1-austria-italy-15,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-15
Game1-austria-italy-16,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,Game1-austria-italy-16
Game1-austria-italy-17,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,Game1-austria-italy-17
Game1-austria-italy-19,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game1-austria-italy-19
Game1-austria-italy-20,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-austria-italy-20
Game1-austria-italy-22,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-22
Game1-austria-italy-23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-23
Game1-austria-italy-24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game1-austria-italy-24
Game1-austria-italy-26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-26
Game1-austria-italy-30,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Game1-austria-italy-30
Game1-austria-italy-31,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game1-austria-italy-31
Game1-austria-italy-34,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-34
Game1-austria-italy-35,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-austria-italy-35
Game1-austria-italy-37,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-austria-italy-37
Game1-austria-italy-38,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,Game1-austria-italy-38
Game1-austria-italy-40,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-40
Game1-austria-italy-43,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game1-austria-italy-43
Game1-austria-italy-47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-47
Game1-austria-italy-49,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-austria-italy-49
Game1-austria-italy-50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game1-austria-italy-50
Game1-austria-italy-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game1-austria-italy-51
Game1-austria-italy-52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-52
Game1-austria-italy-53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game1-austria-italy-53
Game1-austria-italy-54,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,Game1-austria-italy-54
Game1-austria-italy-55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game1-austria-italy-55
Game1-austria-italy-56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-austria-italy-56
Game1-austria-italy-62,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Game1-austria-italy-62
Game1-austria-italy-63,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Game1-austria-italy-63
Game1-austria-italy-67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game1-austria-italy-67
Game1-austria-italy-69,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Game1-austria-italy-69
Game1-austria-italy-71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-71
Game1-austria-italy-72,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game1-austria-italy-72
Game1-austria-italy-73,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,Game1-austria-italy-73
Game1-austria-italy-74,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-austria-italy-74
Game1-austria-italy-75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Game1-austria-italy-75
Game1-austria-italy-76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-76
Game1-austria-italy-77,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Game1-austria-italy-77
Game1-austria-italy-80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-80
Game1-austria-italy-82,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-82
Game1-austria-italy-83,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game1-austria-italy-83
Game1-austria-italy-84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-austria-italy-84
Game1-austria-italy-86,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-austria-italy-86
Game1-austria-italy-87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-austria-italy-87
Game1-austria-italy-88,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,Game1-austria-italy-88
Game1-austria-italy-91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-austria-italy-91
Game1-austria-italy-94,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-94
Game1-austria-italy-95,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-austria-italy-95
Game1-austria-italy-96,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-austria-italy-96
Game1-austria-italy-98,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-austria-italy-98
Game1-austria-italy-99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-99
Game1-austria-italy-102,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-102
Game1-austria-italy-104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-austria-italy-104
Game1-austria-italy-105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game1-austria-italy-105
Game1-austria-italy-108,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,Game1-austria-italy-108
Game1-austria-italy-109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-109
Game1-austria-italy-111,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-austria-italy-111
Game1-austria-italy-112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-112
Game1-austria-italy-113,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-austria-italy-113
Game1-austria-italy-114,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,Game1-austria-italy-114
Game1-austria-italy-115,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-115
Game1-austria-italy-118,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game1-austria-italy-118
Game1-austria-italy-123,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-austria-italy-123
Game1-austria-italy-125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-125
Game1-austria-italy-127,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,Game1-austria-italy-127
Game1-austria-italy-130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-130
Game1-austria-italy-131,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-austria-italy-131
Game1-austria-italy-133,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,Game1-austria-italy-133
Game1-austria-italy-138,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game1-austria-italy-138
Game1-austria-italy-144,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-austria-italy-144
Game1-austria-italy-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game1-austria-italy-148
Game1-austria-italy-150,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,Game1-austria-italy-150
Game1-austria-italy-152,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game1-austria-italy-152
Game1-austria-italy-153,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game1-austria-italy-153
Game1-austria-italy-154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game1-austria-italy-154
Game1-italy-russia-0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-italy-russia-0
Game1-italy-russia-1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-russia-1
Game1-italy-russia-3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,Game1-italy-russia-3
Game1-italy-russia-4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game1-italy-russia-4
Game1-italy-russia-5,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-russia-5
Game1-italy-russia-7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-italy-russia-7
Game1-italy-russia-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game1-italy-russia-8
Game1-italy-russia-9,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,Game1-italy-russia-9
Game1-italy-russia-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game1-italy-russia-14
Game1-italy-russia-16,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game1-italy-russia-16
Game1-italy-russia-18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game1-italy-russia-18
Game1-italy-russia-20,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-italy-russia-20
Game1-italy-russia-25,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,Game1-italy-russia-25
Game1-italy-russia-26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game1-italy-russia-26
Game1-italy-russia-27,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game1-italy-russia-27
Game1-italy-russia-28,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,Game1-italy-russia-28
Game1-italy-russia-29,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,Game1-italy-russia-29
Game1-italy-russia-31,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-russia-31
Game1-italy-russia-32,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-italy-russia-32
Game1-italy-russia-35,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,Game1-italy-russia-35
Game1-italy-russia-36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-italy-russia-36
Game1-italy-russia-37,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,Game1-italy-russia-37
Game1-italy-russia-38,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-italy-russia-38
Game1-italy-russia-39,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,Game1-italy-russia-39
Game1-italy-russia-40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game1-italy-russia-40
Game1-italy-russia-41,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,Game1-italy-russia-41
Game1-italy-russia-42,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,Game1-italy-russia-42
Game1-italy-russia-44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-italy-russia-44
Game1-italy-russia-45,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game1-italy-russia-45
Game1-italy-russia-47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-italy-russia-47
Game1-italy-russia-48,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game1-italy-russia-48
Game1-italy-russia-49,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game1-italy-russia-49
Game1-italy-russia-51,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game1-italy-russia-51
Game1-italy-russia-52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Game1-italy-russia-52
Game1-italy-russia-53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-italy-russia-53
Game1-italy-russia-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-italy-russia-59
Game1-italy-russia-60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game1-italy-russia-60
Game1-italy-russia-62,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game1-italy-russia-62
Game1-italy-russia-63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game1-italy-russia-63
Game1-italy-russia-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game1-italy-russia-65
Game1-italy-russia-68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-italy-russia-68
Game1-italy-russia-69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game1-italy-russia-69
Game1-italy-russia-71,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-italy-russia-71
Game1-italy-russia-75,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game1-italy-russia-75
Game1-italy-russia-79,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-italy-russia-79
Game1-italy-russia-82,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Game1-italy-russia-82
Game1-italy-russia-83,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game1-italy-russia-83
Game1-italy-russia-86,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game1-italy-russia-86
Game1-england-italy-2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game1-england-italy-2
Game1-england-italy-3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game1-england-italy-3
Game1-england-italy-4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-england-italy-4
Game1-england-italy-5,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game1-england-italy-5
Game1-england-italy-6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-6
Game1-england-italy-7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-7
Game1-england-italy-8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game1-england-italy-8
Game1-england-italy-9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Game1-england-italy-9
Game1-england-italy-11,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-11
Game1-england-italy-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,Game1-england-italy-14
Game1-england-italy-15,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,Game1-england-italy-15
Game1-england-italy-18,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Game1-england-italy-18
Game1-england-italy-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game1-england-italy-19
Game1-england-italy-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game1-england-italy-20
Game1-england-italy-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-22
Game1-england-italy-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-england-italy-23
Game1-england-italy-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-26
Game1-england-italy-27,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game1-england-italy-27
Game1-england-italy-28,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-28
Game1-england-italy-29,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-29
Game1-england-italy-30,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-30
Game1-england-italy-31,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game1-england-italy-31
Game1-england-italy-32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game1-england-italy-32
Game1-england-italy-33,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Game1-england-italy-33
Game1-england-italy-34,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,Game1-england-italy-34
Game1-england-italy-37,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-37
Game1-england-italy-38,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,Game1-england-italy-38
Game1-england-italy-39,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Game1-england-italy-39
Game1-england-italy-40,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-40
Game1-england-italy-41,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Game1-england-italy-41
Game1-england-italy-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-42
Game1-england-italy-45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game1-england-italy-45
Game1-england-italy-46,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-46
Game1-england-italy-47,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-47
Game1-england-italy-48,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-48
Game1-england-italy-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-49
Game1-england-italy-52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-52
Game1-england-italy-53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game1-england-italy-53
Game1-england-italy-54,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game1-england-italy-54
Game1-england-italy-55,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game1-england-italy-55
Game1-england-italy-56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,Game1-england-italy-56
Game1-england-italy-58,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,Game1-england-italy-58
Game1-england-italy-59,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-59
Game1-england-italy-60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-60
Game1-england-italy-61,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-61
Game1-england-italy-63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game1-england-italy-63
Game1-england-italy-64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game1-england-italy-64
Game1-england-italy-65,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-65
Game1-england-italy-67,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Game1-england-italy-67
Game1-england-italy-68,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game1-england-italy-68
Game1-england-italy-71,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-71
Game1-england-italy-74,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game1-england-italy-74
Game1-england-italy-75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game1-england-italy-75
Game1-england-italy-76,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Game1-england-italy-76
Game1-england-italy-77,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-77
Game1-england-italy-78,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game1-england-italy-78
Game1-england-italy-79,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game1-england-italy-79
Game1-england-italy-80,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Game1-england-italy-80
Game1-england-italy-81,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-81
Game1-england-italy-82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game1-england-italy-82
Game1-england-italy-84,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game1-england-italy-84
Game1-england-italy-85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game1-england-italy-85
Game1-england-italy-87,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game1-england-italy-87
Game1-england-italy-89,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game1-england-italy-89
Game1-england-italy-90,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,Game1-england-italy-90
Game1-england-italy-91,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,Game1-england-italy-91
Game1-england-italy-95,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,Game1-england-italy-95
Game1-england-italy-96,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game1-england-italy-96
Game1-england-italy-101,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game1-england-italy-101
Game1-england-italy-102,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,Game1-england-italy-102
Game1-england-italy-105,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game1-england-italy-105
